Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;6;Internationaler ÖPNV.--.19130.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;Kein Datum gef;1;
;7;Internationaler ÖPNV.--.19130.--.222.--.IM;Recht 2.--.622227020.--.222.--.IM;Kein Datum gef;5;
;8;Internationaler ÖPNV.--.19130.--.222.--.IM;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Kein Datum gef;3;
;9;Internationaler ÖPNV.--.19130.--.222.--.IM;Abfallwirtschaft.--.622227050.--.222.--.IM;Kein Datum gef;5;
Investition und Finanzierung.--.4040.--.182.--.WBI;;;;Kein Datum gef;;
;1;Investition und Finanzierung.--.4040.--.182.--.WBI;Energietechnik II.--.6020.--.182.--.WBI;Kein Datum gef;1;
Investition und Finanzierung.--.642014040.--.201.--.WBI;;;;Kein Datum gef;;
;1;Investition und Finanzierung.--.642014040.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;Kein Datum gef;9;
;2;Investition und Finanzierung.--.642014040.--.201.--.WBI;Baumanagement III.--.642014030.--.201.--.WBI;Kein Datum gef;12;
;3;Investition und Finanzierung.--.642014040.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;Kein Datum gef;1;
;4;Investition und Finanzierung.--.642014040.--.201.--.WBI;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Kein Datum gef;1;
;5;Investition und Finanzierung.--.642014040.--.201.--.WBI;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Kein Datum gef;12;
;6;Investition und Finanzierung.--.642014040.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;Kein Datum gef;1;
;7;Investition und Finanzierung.--.642014040.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;Kein Datum gef;3;
;8;Investition und Finanzierung.--.642014040.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;Kein Datum gef;13;
;9;Investition und Finanzierung.--.642014040.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;4;
;10;Investition und Finanzierung.--.642014040.--.201.--.WBI;Baumanagement II.--.642013040.--.201.--.WBI;Kein Datum gef;2;
;11;Investition und Finanzierung.--.642014040.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Kein Datum gef;2;
;12;Investition und Finanzierung.--.642014040.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;Kein Datum gef;13;
;13;Investition und Finanzierung.--.642014040.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;3;
;14;Investition und Finanzierung.--.642014040.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;Kein Datum gef;5;
;15;Investition und Finanzierung.--.642014040.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;Kein Datum gef;1;
Investition, Finanzierung und Risikomanagement.--.17160.--.212.--.WI;;;;Kein Datum gef;;
;1;Investition, Finanzierung und Risikomanagement.--.17160.--.212.--.WI;Logistik.--.1242124020.--.212.--.WI;Kein Datum gef;1;
KI basierte Datenanalyse.--.17600.--.182.--.IL;;;;Kein Datum gef;;
;1;KI basierte Datenanalyse.--.17600.--.182.--.IL;Datenstrukturen und Algorithmen.--.3020.--.182.--.IL;Kein Datum gef;1;
;2;KI basierte Datenanalyse.--.17600.--.182.--.IL;Content Management.--.7020.--.182.--.IL;Kein Datum gef;1;
Kalkulation.--.601927030.--.192.--.BB;;;;Kein Datum gef;;
;1;Kalkulation.--.601927030.--.192.--.BB;Verkehrswesen III.--.601926020.--.192.--.BB;Kein Datum gef;1;
;2;Kalkulation.--.601927030.--.192.--.BB;Verkehrswesen IV.--.601927020.--.192.--.BB;Kein Datum gef;8;
;3;Kalkulation.--.601927030.--.192.--.BB;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kein Datum gef;5;
;4;Kalkulation.--.601927030.--.192.--.BB;Hydromechanik.--.601926030.--.192.--.BB;Kein Datum gef;1;
;5;Kalkulation.--.601927030.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;1;
;6;Kalkulation.--.601927030.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;Kein Datum gef;1;
;7;Kalkulation.--.601927030.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;Kein Datum gef;1;
;8;Kalkulation.--.601927030.--.192.--.BB;Siedlungswasserwirtschaft II.--.601926040.--.192.--.BB;Kein Datum gef;1;
;9;Kalkulation.--.601927030.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;Kein Datum gef;2;
;10;Kalkulation.--.601927030.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;1;
Kommunalrecht.--.1927640.--.192.--.AB;;;;Kein Datum gef;;
;1;Kommunalrecht.--.1927640.--.192.--.AB;Grundlagen Technik.--.1921030.--.192.--.AB;Kein Datum gef;2;
;2;Kommunalrecht.--.1927640.--.192.--.AB;Grundlagen Entwerfen 3.--.1923020.--.192.--.AB;Kein Datum gef;1;
Kommunalrecht.--.24340.--.241.--.SP;;;;Kein Datum gef;;
;1;Kommunalrecht.--.24340.--.241.--.SP;Städtebauliche Leitbilder.--.352411030.--.241.--.SP;Kein Datum gef;4;
;2;Kommunalrecht.--.24340.--.241.--.SP;English for Planners.--.24550.--.241.--.SP;Kein Datum gef;1;
;3;Kommunalrecht.--.24340.--.241.--.SP;Technische Infrastruktur.--.24320.--.241.--.SP;Kein Datum gef;1;
Kommunalrecht.--.25130.--.171.--.SP;;;;Kein Datum gef;;
;1;Kommunalrecht.--.25130.--.171.--.SP;Ökonomische Grundlagen.--.2030.--.171.--.SP;Kein Datum gef;1;
;2;Kommunalrecht.--.25130.--.171.--.SP;Regionalentwicklung und Planungsrecht.--.1040.--.171.--.SP;Kein Datum gef;1;
Kommunalrecht.--.301927480.--.192.--.MA;;;;Kein Datum gef;;
;1;Kommunalrecht.--.301927480.--.192.--.MA;Vertragsrecht.--.301929250.--.192.--.MA;Kein Datum gef;2;
;2;Kommunalrecht.--.301927480.--.192.--.MA;Technische Infrastruktur.--.301928180.--.192.--.MA;Kein Datum gef;1;
;3;Kommunalrecht.--.301927480.--.192.--.MA;Fremdsprache.--.301929330.--.192.--.MA;Kein Datum gef;1;
Kommunikationssysteme.--.4050.--.132.--.IF;;;;Kein Datum gef;;
;1;Kommunikationssysteme.--.4050.--.132.--.IF;e-Commerce.--.18150.--.132.--.IF;Kein Datum gef;1;
Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;;;;Kein Datum gef;;
;1;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;Kein Datum gef;12;
;2;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;Kein Datum gef;10;
;3;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Baumanagement III.--.642014030.--.201.--.WBI;Kein Datum gef;13;
;4;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;Kein Datum gef;3;
;5;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Kein Datum gef;1;
;6;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;Kein Datum gef;13;
;7;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;Kein Datum gef;2;
;8;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;Kein Datum gef;12;
Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;;;;Kein Datum gef;;
;1;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;Kein Datum gef;45;
;2;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;Kein Datum gef;46;
;3;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Programmieren 2.--.1242122040.--.212.--.WI;Kein Datum gef;9;
;4;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Green IT.--.18100.--.212.--.WI;Kein Datum gef;2;
;5;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Logistik.--.1242124020.--.212.--.WI;Kein Datum gef;1;
;6;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;eCommerce.--.17440.--.212.--.WI;Kein Datum gef;1;
;7;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;Kein Datum gef;3;
;8;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;IT-Infrastrukturmanagement.--.17270.--.212.--.WI;Kein Datum gef;1;
;9;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Verteilte Systeme.--.17180.--.212.--.WI;Kein Datum gef;1;
;10;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;Kein Datum gef;3;
;11;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Statistik.--.1242124010.--.212.--.WI;Kein Datum gef;4;
;12;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;Kein Datum gef;45;
;13;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Organisationspsychologie.--.17450.--.212.--.WI;Kein Datum gef;2;
Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;;;;Kein Datum gef;;
;1;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Kein Datum gef;3;
;2;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;Kein Datum gef;5;
;3;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;Kein Datum gef;30;
;4;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;Kein Datum gef;5;
;5;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Operations Research.--.611924020.--.192.--.BW;Kein Datum gef;2;
;6;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Kein Datum gef;12;
;7;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;Kein Datum gef;3;
;8;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Quantitative Methoden 1.--.611929001.--.192.--.BW;Kein Datum gef;9;
;9;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Kein Datum gef;2;
;10;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Management.--.611929002.--.192.--.BW;Kein Datum gef;5;
;11;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Kein Datum gef;6;
;12;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Personalmanagement.--.611923041.--.192.--.BW;Kein Datum gef;6;
;13;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;Kein Datum gef;35;
;14;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Qualitätsmanagement.--.611929008.--.192.--.BW;Kein Datum gef;33;
;15;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Steuerberatung und -gestaltung.--.611924038.--.192.--.BW;Kein Datum gef;2;
;16;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;Kein Datum gef;6;
Kryptographie.--.150212110.--.2122.--.MM;;;;Kein Datum gef;;
;1;Kryptographie.--.150212110.--.2122.--.MM;Modelle und Methoden der Optimierung.--.1502121050.--.2122.--.MM;Kein Datum gef;1;
Kryptographie.--.1502321110.--.232.--.MM;;;;Kein Datum gef;;
;1;Kryptographie.--.1502321110.--.232.--.MM;Robotik.--.1502321120.--.232.--.MM;Kein Datum gef;1;
;2;Kryptographie.--.1502321110.--.232.--.MM;Modelle und Methoden der Optimierung.--.1502321050.--.232.--.MM;Kein Datum gef;2;
Kryptographie.--.1502321116.--.232.--.MM;;;;Kein Datum gef;;
;1;Kryptographie.--.1502321116.--.232.--.MM;Robotik.--.1502321120.--.232.--.MM;Kein Datum gef;1;
Kryptographie.--.1502321117.--.2322.--.MM;;;;Kein Datum gef;;
;1;Kryptographie.--.1502321117.--.2322.--.MM;Modelle und Methoden der Optimierung.--.1502321057.--.2322.--.MM;Kein Datum gef;1;
;2;Kryptographie.--.1502321117.--.2322.--.MM;Robotik.--.1502321127.--.2322.--.MM;Kein Datum gef;1;
Kryptographie.--.1502322060.--.232.--.MM;;;;Kein Datum gef;;
;1;Kryptographie.--.1502322060.--.232.--.MM;Robotik.--.1502321120.--.232.--.MM;Kein Datum gef;3;
;2;Kryptographie.--.1502322060.--.232.--.MM;Modelle und Methoden der Optimierung.--.1502321050.--.232.--.MM;Kein Datum gef;3;
Körperschall (innovativer Lärmschutz).--.17100.--.182.--.PB;;;;Kein Datum gef;;
;1;Körperschall (innovativer Lärmschutz).--.17100.--.182.--.PB;Bachelor - Thesis.--.8999.--.182.--.PB;Kein Datum gef;2;
;2;Körperschall (innovativer Lärmschutz).--.17100.--.182.--.PB;Theoretische Bauphysik Schall.--.7010.--.182.--.PB;Kein Datum gef;5;
Körperschall.--.18120.--.222.--.GP;;;;Kein Datum gef;;
;1;Körperschall.--.18120.--.222.--.GP;Theoretische Gebäudephysik.--.1010.--.222.--.GP;Kein Datum gef;2;
;2;Körperschall.--.18120.--.222.--.GP;Energiesysteme und Anlagentechnik.--.18130.--.222.--.GP;Kein Datum gef;2;
Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;;;;Kein Datum gef;;
;1;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Energie 3.--.622225010.--.222.--.IM;Kein Datum gef;1;
;2;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;Kein Datum gef;1;
;3;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Wirtschaftslehre 4.--.622226010.--.222.--.IM;Kein Datum gef;2;
;4;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Wirtschaftslehre 5.--.622227010.--.222.--.IM;Kein Datum gef;3;
;5;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;Kein Datum gef;1;
;6;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Innovative Verfahren im Straßenbau.--.19140.--.222.--.IM;Kein Datum gef;4;
;7;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Brandschutz Projektmanagement.--.18100.--.222.--.IM;Kein Datum gef;1;
;8;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;Kein Datum gef;1;
;9;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Recht 2.--.622227020.--.222.--.IM;Kein Datum gef;3;
;10;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Kein Datum gef;3;
;11;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;Abfallwirtschaft.--.622227050.--.222.--.IM;Kein Datum gef;3;
Laborpraktikum im Straßenwesen.--.18160.--.162.--.VIS;;;;Kein Datum gef;;
;1;Laborpraktikum im Straßenwesen.--.18160.--.162.--.VIS;ÖPNV Straße und Schiene.--.1030.--.162.--.VIS;Kein Datum gef;8;
;2;Laborpraktikum im Straßenwesen.--.18160.--.162.--.VIS;Fremdsprache.--.17750.--.162.--.VIS;Kein Datum gef;1;
;3;Laborpraktikum im Straßenwesen.--.18160.--.162.--.VIS;Transportlogistik.--.1040.--.162.--.VIS;Kein Datum gef;8;
;4;Laborpraktikum im Straßenwesen.--.18160.--.162.--.VIS;Integriertes Arbeiten.--.3010.--.162.--.VIS;Kein Datum gef;2;
;5;Laborpraktikum im Straßenwesen.--.18160.--.162.--.VIS;Betrieb von Straßen.--.1020.--.162.--.VIS;Kein Datum gef;8;
Lean Construction.--.601927030.--.192.--.BB;;;;Kein Datum gef;;
;1;Lean Construction.--.601927030.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Kein Datum gef;14;
;2;Lean Construction.--.601927030.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;Kein Datum gef;1;
;3;Lean Construction.--.601927030.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;Kein Datum gef;4;
;4;Lean Construction.--.601927030.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;Kein Datum gef;1;
;5;Lean Construction.--.601927030.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;Kein Datum gef;7;
;6;Lean Construction.--.601927030.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;11;
;7;Lean Construction.--.601927030.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;Kein Datum gef;8;
;8;Lean Construction.--.601927030.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;Kein Datum gef;4;
;9;Lean Construction.--.601927030.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;Kein Datum gef;2;
;10;Lean Construction.--.601927030.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;Kein Datum gef;2;
;11;Lean Construction.--.601927030.--.192.--.BB;Fremdsprache.--.1927530.--.192.--.AB;Kein Datum gef;1;
;12;Lean Construction.--.601927030.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;Kein Datum gef;1;
;13;Lean Construction.--.601927030.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Kein Datum gef;10;
Lean Managemet.--.19010.--.201.--.WBI;;;;Kein Datum gef;;
;1;Lean Managemet.--.19010.--.201.--.WBI;Betriebliches Immobilienmanagement.--.17000.--.201.--.WBI;Kein Datum gef;2;
;2;Lean Managemet.--.19010.--.201.--.WBI;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;Kein Datum gef;2;
;3;Lean Managemet.--.19010.--.201.--.WBI;Immobilienfinanzierung und-investition.--.17140.--.201.--.WBI;Kein Datum gef;1;
;4;Lean Managemet.--.19010.--.201.--.WBI;Immobilienwirtschaft II.--.642016010.--.201.--.WBI;Kein Datum gef;2;
;5;Lean Managemet.--.19010.--.201.--.WBI;Energietechnik II.--.642016020.--.201.--.WBI;Kein Datum gef;2;
;6;Lean Managemet.--.19010.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;Kein Datum gef;2;
;7;Lean Managemet.--.19010.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;Kein Datum gef;1;
Leichtbau.--.921924010.--.1922.--.KI;;;;Kein Datum gef;;
;1;Leichtbau.--.921924010.--.1922.--.KI;Wirtschaft und Management.--.921924030.--.1922.--.KI;Kein Datum gef;3;
;2;Leichtbau.--.921924010.--.1922.--.KI;Grundlagen der Kalkulation.--.921927210.--.1922.--.KI;Kein Datum gef;1;
Leichtbau.--.922412040.--.241.--.KI;;;;Kein Datum gef;;
;1;Leichtbau.--.922412040.--.241.--.KI;Grundlagen der Kalkulation.--.922419120.--.241.--.KI;Kein Datum gef;3;
;2;Leichtbau.--.922412040.--.241.--.KI;Massivbau.--.922412030.--.241.--.KI;Kein Datum gef;23;
;3;Leichtbau.--.922412040.--.241.--.KI;Strukturmechanik 2.--.922412020.--.241.--.KI;Kein Datum gef;21;
Lineare Algebra 1.--.1252321020.--.232.--.BAK;;;;Kein Datum gef;;
;1;Lineare Algebra 1.--.1252321020.--.232.--.BAK;Grundlagen Informatik 1.--.1252321030.--.232.--.BAK;Kein Datum gef;18;
;2;Lineare Algebra 1.--.1252321020.--.232.--.BAK;Analysis 2.--.1252322010.--.232.--.BAK;Kein Datum gef;1;
;3;Lineare Algebra 1.--.1252321020.--.232.--.BAK;Analysis 1.--.1252321010.--.232.--.BAK;Kein Datum gef;18;
;4;Lineare Algebra 1.--.1252321020.--.232.--.BAK;Lineare Algebra 2.--.1252322020.--.232.--.BAK;Kein Datum gef;1;
Lineare Algebra 1.--.1252321020.--.2323.--.BAK;;;;Kein Datum gef;;
;1;Lineare Algebra 1.--.1252321020.--.2323.--.BAK;Analysis 1.--.1252321010.--.2323.--.BAK;Kein Datum gef;2;
Lineare Algebra 2.--.1252322020.--.232.--.BAK;;;;Kein Datum gef;;
;1;Lineare Algebra 2.--.1252322020.--.232.--.BAK;Lineare Algebra 1.--.1252321020.--.232.--.BAK;Kein Datum gef;1;
;2;Lineare Algebra 2.--.1252322020.--.232.--.BAK;Grundlagen Informatik 1.--.1252321030.--.232.--.BAK;Kein Datum gef;2;
;3;Lineare Algebra 2.--.1252322020.--.232.--.BAK;Analysis 2.--.1252322010.--.232.--.BAK;Kein Datum gef;8;
;4;Lineare Algebra 2.--.1252322020.--.232.--.BAK;Einführung in die Statistik.--.1252322040.--.232.--.BAK;Kein Datum gef;9;
;5;Lineare Algebra 2.--.1252322020.--.232.--.BAK;Analysis 1.--.1252321010.--.232.--.BAK;Kein Datum gef;4;
Lineare Algebra 2.--.1252323010.--.2323.--.BAK;;;;Kein Datum gef;;
;1;Lineare Algebra 2.--.1252323010.--.2323.--.BAK;Einführung in die Statistik.--.1252322030.--.2323.--.BAK;Kein Datum gef;2;
;2;Lineare Algebra 2.--.1252323010.--.2323.--.BAK;Grundlagen Informatik 1.--.1252322020.--.2323.--.BAK;Kein Datum gef;1;
;3;Lineare Algebra 2.--.1252323010.--.2323.--.BAK;Analysis 2.--.1252322010.--.2323.--.BAK;Kein Datum gef;1;
Logistik.--.1242124020.--.212.--.WI;;;;Kein Datum gef;;
;1;Logistik.--.1242124020.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;Kein Datum gef;1;
;2;Logistik.--.1242124020.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;Kein Datum gef;2;
;3;Logistik.--.1242124020.--.212.--.WI;IT-Infrastrukturmanagement.--.17270.--.212.--.WI;Kein Datum gef;1;
;4;Logistik.--.1242124020.--.212.--.WI;Investition, Finanzierung und Risikomanagement.--.17160.--.212.--.WI;Kein Datum gef;1;
;5;Logistik.--.1242124020.--.212.--.WI;Verteilte Systeme.--.17180.--.212.--.WI;Kein Datum gef;2;
;6;Logistik.--.1242124020.--.212.--.WI;Statistik.--.1242124010.--.212.--.WI;Kein Datum gef;2;
;7;Logistik.--.1242124020.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;Kein Datum gef;2;
;8;Logistik.--.1242124020.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;Kein Datum gef;1;
;9;Logistik.--.1242124020.--.212.--.WI;Software Technik.--.1242124030.--.212.--.WI;Kein Datum gef;1;
;10;Logistik.--.1242124020.--.212.--.WI;Organisationspsychologie.--.17450.--.212.--.WI;Kein Datum gef;1;
Management.--.611929002.--.192.--.BW;;;;Kein Datum gef;;
;1;Management.--.611929002.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;Kein Datum gef;70;
;2;Management.--.611929002.--.192.--.BW;Quantitative Methoden 1.--.611929001.--.192.--.BW;Kein Datum gef;66;
;3;Management.--.611929002.--.192.--.BW;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Kein Datum gef;71;
;4;Management.--.611929002.--.192.--.BW;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;Kein Datum gef;71;
;5;Management.--.611929002.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;Kein Datum gef;4;
;6;Management.--.611929002.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Kein Datum gef;1;
